title,organization,skills,rating,review_counts,difficulty,description,url,source,skills_list,course_text,category
create your first web app with python and flask,Coursera Project Network,Web Development  Python Programming  web application  electronics  sqlalchemy  flask  Computer Programming  web  Full-Stack Web Development  security computer-science software-development,4.5,0.0,Beginner,"in this 2-hour long project-based course, you will learn the basics of web application development with python using the flask framework. through hands on, practical experience, you will go through concepts like creating a flask application, using templates in flask applications, using sqlalchemy and sqlite with flask, and using flask and wtforms. you will then apply the concepts to create your first web application with python and flask. this course is aimed at learners who are looking to get started with web application development using python, and have some prior programming experience in the python programming language. the ideal learner has understanding of python syntax, html syntax, and computer programming concepts. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",https://www.coursera.org/learn/python-flask,coursera_v1,['web development  python programming  web application  electronics  sqlalchemy  flask  computer programming  web  full-stack web development  security computer-science software-development'],"create your first web app with python and flask coursera project network web development python programming web application electronics sqlalchemy flask computer programming web full-stack web development security computer-science software-development beginner in this 2-hour long project-based course, you will learn the basics of web application development with python using the flask framework. through hands on, practical experience, you will go through concepts like creating a flask application, using templates in flask applications, using sqlalchemy and sqlite with flask, and using flask and wtforms. you will then apply the concepts to create your first web application with python and flask. this course is aimed at learners who are looking to get started with web application development using python, and have some prior programming experience in the python programming language. the ideal learner has understanding of python syntax, html syntax, and computer programming concepts. note: this course works best for learners who are based in the north america region. we re currently working on providing the same experience in other regions.",ENGINEERING
web and mobile testing with selenium,University of Minnesota,qa & ux manager  web  Software Testing  security testing  selenium  web testing  mobile app  test automation  website architecture  software quality assurance computer-science software-development,5.0,0.0,Intermediate,"modern applications that we build invariably have touch-points with its users through web-based and mobile platforms. users interact with the software through these interfaces and the experiences those interfaces provide have a strong influence on the perceived quality of the software. the pace at which modern applications deploy new versions and features call for careful prioritization of testing effort and rapid execution through automation. techniques and methods for testing of such applications will be the focus of this course. we will cover key concepts relevant to testing of web and mobile platforms, underlying techniques and the use of selenium as a framework for automating testing of such applications. the learner will gain a solid foundation in web and mobile testing principles and the ability to use a testing framework to automate test execution.",https://www.coursera.org/learn/web-mobile-testing,coursera_v1,['qa & ux manager  web  software testing  security testing  selenium  web testing  mobile app  test automation  website architecture  software quality assurance computer-science software-development'],"web and mobile testing with selenium university of minnesota qa & ux manager web software testing security testing selenium web testing mobile app test automation website architecture software quality assurance computer-science software-development intermediate modern applications that we build invariably have touch-points with its users through web-based and mobile platforms. users interact with the software through these interfaces and the experiences those interfaces provide have a strong influence on the perceived quality of the software. the pace at which modern applications deploy new versions and features call for careful prioritization of testing effort and rapid execution through automation. techniques and methods for testing of such applications will be the focus of this course. we will cover key concepts relevant to testing of web and mobile platforms, underlying techniques and the use of selenium as a framework for automating testing of such applications. the learner will gain a solid foundation in web and mobile testing principles and the ability to use a testing framework to automate test execution.",DESIGNER
real-time cyber threat detection and mitigation,New York University,threat  stateful firewall  Network Security  security  security through obscurity  threat (computer)  file transfer protocol  firewall (computing)  enterprise private network  intrusion detection systems computer-science computer-security-and-networks,4.6,0.0,Advanced,"this course introduces real-time cyber security techniques and methods in the context of the tcp/ip protocol suites. explanation of some basic tcp/ip security hacks is used to introduce the need for network security solutions such as stateless and stateful firewalls. learners will be introduced to the techniques used to design and configure firewall solutions such as packet filters and proxies to protect enterprise assets. perimeter solutions such as firewalls and intrusion prevention systems are shown to have significant drawbacks in common enterprise environments. the result of such weakness is shown to often exist as advanced persistent threats (apts) from nation-state actors. such attacks, as well as ddos and third-party attacks, are shown to have potential solutions for modern enterprise.",https://www.coursera.org/learn/real-time-cyber-threat-detection,coursera_v1,['threat  stateful firewall  network security  security  security through obscurity  threat (computer)  file transfer protocol  firewall (computing)  enterprise private network  intrusion detection systems computer-science computer-security-and-networks'],"real-time cyber threat detection and mitigation new york university threat stateful firewall network security security security through obscurity threat (computer) file transfer protocol firewall (computing) enterprise private network intrusion detection systems computer-science computer-security-and-networks advanced this course introduces real-time cyber security techniques and methods in the context of the tcp/ip protocol suites. explanation of some basic tcp/ip security hacks is used to introduce the need for network security solutions such as stateless and stateful firewalls. learners will be introduced to the techniques used to design and configure firewall solutions such as packet filters and proxies to protect enterprise assets. perimeter solutions such as firewalls and intrusion prevention systems are shown to have significant drawbacks in common enterprise environments. the result of such weakness is shown to often exist as advanced persistent threats (apts) from nation-state actors. such attacks, as well as ddos and third-party attacks, are shown to have potential solutions for modern enterprise.",ARTS
astrobiology and the search for extraterrestrial life,The University of Edinburgh,origin of life  biology  astronomy  astrobiology  microbiology  extremophile  extraterrestrial life  Solar Systems  life on mars  fermi paradox physical-science-and-engineering physics-and-astronomy,4.7,0.0,Beginner,learn about the origin and evolution of life and the search for life beyond the earth.,https://www.coursera.org/learn/astrobiology,coursera_v1,['origin of life  biology  astronomy  astrobiology  microbiology  extremophile  extraterrestrial life  solar systems  life on mars  fermi paradox physical-science-and-engineering physics-and-astronomy'],astrobiology and the search for extraterrestrial life the university of edinburgh origin of life biology astronomy astrobiology microbiology extremophile extraterrestrial life solar systems life on mars fermi paradox physical-science-and-engineering physics-and-astronomy beginner learn about the origin and evolution of life and the search for life beyond the earth.,ARTS
the history of modern israel - part ii: challenges of israel as a sovereign state,Tel Aviv University,history  collective identity  israel  middle east  evaluation  holocaust  Economics  war  diplomatics  numbers (spreadsheet) arts-and-humanities history,4.8,0.0,Intermediate,"this course deals with the israeli politics, economy, society and culture, since its creation in 1948 till today. it analyzes the construction of the israeli historical narrative as an identity-building narrative, intending to inculcate a collective memory to a diverse society. we will focus on key events and essential components that shaped the israeli society from the fifties till the present. we will also discuss the changes that the israeli society experiences in its almost seventy years of existence and how it affects its politics and culture. among the topics we will discuss issues such as immigration, economic transformation, political upheaval, religious zionism and post-zionism, privatization and americanization, holocaust increasing role in shaping israel's identity, diversity and multiculturalism, as well as the enduring conflict with the palestinians and the arab world. this course is a direct extension of the first part the history of modern israel: from an idea to a state , so if you have not yet taken it, we highly recommend you start your learning from there (https://www.coursera.org/learn/history-israel/). in order to receive academic credit for this course you must successfully pass the academic exam on campus. for information on how to register for the academic exam https://tauonline.tau.ac.il/registration additionally, you can apply to certain degrees using the grades you received on the courses. read more on this here https://go.tau.ac.il/b.a/mooc-acceptance teachers interested in teaching this course in their class rooms are invited to explore our academic high school program here https://tauonline.tau.ac.il/online-highschool this course is a joint effort of tel aviv university & israel institute (www.israelinstitute.org) this course uses media material from various archives, courtesy to yad vashem archive for their help. this course is self-paced. once you register, you can participate in the course anytime, as often as you wish and over any stretch of time",https://www.coursera.org/learn/history-israel-sovereign-state,coursera_v1,['history  collective identity  israel  middle east  evaluation  holocaust  economics  war  diplomatics  numbers (spreadsheet) arts-and-humanities history'],"the history of modern israel - part ii: challenges of israel as a sovereign state tel aviv university history collective identity israel middle east evaluation holocaust economics war diplomatics numbers (spreadsheet) arts-and-humanities history intermediate this course deals with the israeli politics, economy, society and culture, since its creation in 1948 till today. it analyzes the construction of the israeli historical narrative as an identity-building narrative, intending to inculcate a collective memory to a diverse society. we will focus on key events and essential components that shaped the israeli society from the fifties till the present. we will also discuss the changes that the israeli society experiences in its almost seventy years of existence and how it affects its politics and culture. among the topics we will discuss issues such as immigration, economic transformation, political upheaval, religious zionism and post-zionism, privatization and americanization, holocaust increasing role in shaping israel's identity, diversity and multiculturalism, as well as the enduring conflict with the palestinians and the arab world. this course is a direct extension of the first part the history of modern israel: from an idea to a state , so if you have not yet taken it, we highly recommend you start your learning from there (https://www.coursera.org/learn/history-israel/). in order to receive academic credit for this course you must successfully pass the academic exam on campus. for information on how to register for the academic exam https://tauonline.tau.ac.il/registration additionally, you can apply to certain degrees using the grades you received on the courses. read more on this here https://go.tau.ac.il/b.a/mooc-acceptance teachers interested in teaching this course in their class rooms are invited to explore our academic high school program here https://tauonline.tau.ac.il/online-highschool this course is a joint effort of tel aviv university & israel institute (www.israelinstitute.org) this course uses media material from various archives, courtesy to yad vashem archive for their help. this course is self-paced. once you register, you can participate in the course anytime, as often as you wish and over any stretch of time",PUBLIC-RELATIONS
3d model creation with autodesk fusion 360,Autodesk,modeling  Autodesk  industrial design  rendering (computer graphics)  3d modeling  generative design  Computer Graphics  computer-aided design  Mechanical Design  3D Printing physical-science-and-engineering mechanical-engineering,4.7,0.0,Intermediate,"design is the first phase in the digital manufacturing process. in this course, through a series of lectures and hands-on lessons, we ll examine a designer s approach to the design and manufacturing process from concept to 3d model. we ll start by applying design thinking to understand user needs, and then we ll explore design criteria as we dive deeper into autodesk fusion 360 sketching, modeling, rendering, and documentation features.",https://www.coursera.org/learn/3d-model-creation-fusion-360,coursera_v1,['modeling  autodesk  industrial design  rendering (computer graphics)  3d modeling  generative design  computer graphics  computer-aided design  mechanical design  3d printing physical-science-and-engineering mechanical-engineering'],"3d model creation with autodesk fusion 360 autodesk modeling autodesk industrial design rendering (computer graphics) 3d modeling generative design computer graphics computer-aided design mechanical design 3d printing physical-science-and-engineering mechanical-engineering intermediate design is the first phase in the digital manufacturing process. in this course, through a series of lectures and hands-on lessons, we ll examine a designer s approach to the design and manufacturing process from concept to 3d model. we ll start by applying design thinking to understand user needs, and then we ll explore design criteria as we dive deeper into autodesk fusion 360 sketching, modeling, rendering, and documentation features.",ARTS
supply chain logistics,Rutgers the State University of New Jersey,Planning  Leadership and Management  Transportation Logistics  Logistics Planning  inventory  supply chain  supply chain network  chaining  Inventory Management  Warehouse Management business business-essentials,4.7,0.0,Intermediate,"have you ever wondered how goods get delivered to us so quickly as soon as we order them one word: logistics in this introductory supply chain logistics course, i will take you on a journey to this fascinating backbone of global trade. we cover the three major building blocks of logistics networks: transportation, warehousing, and inventory. after completing this course, you will be able to differentiate the advantages and disadvantages of different modes of transportation. you will understand what goes into designing and setting up a warehousing facility. finally, you will be able to select the options that enable you to develop logistics networks, that minimize costs and deliver top customer service. this is an introductory course designed to provide you with a start on your learning journey in logistics. you do not need to have any background in logistics, but it would be beneficial if you had a basic understanding of business concepts. join me and we will learn together about logistics interested in learning advanced supply chain topics check out the supply chain excellence mastertrack certificate: https://www.coursera.org/mastertrack/supply-chain-excellence-rutgers",https://www.coursera.org/learn/supply-chain-logistics,coursera_v1,['planning  leadership and management  transportation logistics  logistics planning  inventory  supply chain  supply chain network  chaining  inventory management  warehouse management business business-essentials'],"supply chain logistics rutgers the state university of new jersey planning leadership and management transportation logistics logistics planning inventory supply chain supply chain network chaining inventory management warehouse management business business-essentials intermediate have you ever wondered how goods get delivered to us so quickly as soon as we order them one word: logistics in this introductory supply chain logistics course, i will take you on a journey to this fascinating backbone of global trade. we cover the three major building blocks of logistics networks: transportation, warehousing, and inventory. after completing this course, you will be able to differentiate the advantages and disadvantages of different modes of transportation. you will understand what goes into designing and setting up a warehousing facility. finally, you will be able to select the options that enable you to develop logistics networks, that minimize costs and deliver top customer service. this is an introductory course designed to provide you with a start on your learning journey in logistics. you do not need to have any background in logistics, but it would be beneficial if you had a basic understanding of business concepts. join me and we will learn together about logistics interested in learning advanced supply chain topics check out the supply chain excellence mastertrack certificate: https://www.coursera.org/mastertrack/supply-chain-excellence-rutgers",ARTS
system validation: automata and behavioural equivalences,EIT Digital,System V  alternating bit protocol  .bit  transition system  automaton  bisimulation  c process control  system u  ?-automaton  finite-state machine computer-science design-and-product,4.1,0.0,Advanced,"have you ever experienced software systems failing websites crash, calendar not synchronising, or even a power blackout. of course you have but did you know that many of these errors are the result of communication errors either within a system or between systems depending on the system, the impact of software failures can be huge, even resulting in massive economic damage or loss of lives. software, and in particular the communication between software-intensive systems, is very complex and very difficult to get right. however, we _need_ dependability in the systems we use, directly or indirectly, to support us in our everyday lives. system validation helps you to design embedded system behaviour that is structurally sound. it also enforces you to make the behaviour simple and insightful; systems that are designed for sound behaviour are also much easier to maintain and adapt. system validation is the field that studies the fundamentals of system communication and information processing. the techniques put forward in system validaton allow to prove the absence of errors. this first course automata and behavioural equivalences', builds the foundation of the subsequent courses, showing you how to look at system behaviour as state machines. it discusses behavioural equivalences and illustrate these in a number of examples and quizzes. this course explains labelled transition systems or automata to model behaviour for especially software controlled systems. an important question is when two behaviours represented by such automata are equal. the answer to this question is not at all straightforward, but the resulting equivalences are used as powerful tools to simplify complex behaviour. this allows us to exactly investigate and understand the behavioural properties of such systems precisely. especially, in the combination with hiding of behaviour, equivalence reduction is a unique technique to obtain insight in the behaviour of systems, far more effective than simulation or testing. using this insight we can make the models correct. such models form an excellent basis for the production of concise, reliable and maintainable software. this course is part i of the set of courses for system validation. system validation, as a set of courses, is part of a larger eit digital online programme called 'internet of things through embedded systems'.",https://www.coursera.org/learn/automata-system-validation,coursera_v1,['system v  alternating bit protocol  .bit  transition system  automaton  bisimulation  c process control  system u  ?-automaton  finite-state machine computer-science design-and-product'],"system validation: automata and behavioural equivalences eit digital system v alternating bit protocol .bit transition system automaton bisimulation c process control system u -automaton finite-state machine computer-science design-and-product advanced have you ever experienced software systems failing websites crash, calendar not synchronising, or even a power blackout. of course you have but did you know that many of these errors are the result of communication errors either within a system or between systems depending on the system, the impact of software failures can be huge, even resulting in massive economic damage or loss of lives. software, and in particular the communication between software-intensive systems, is very complex and very difficult to get right. however, we _need_ dependability in the systems we use, directly or indirectly, to support us in our everyday lives. system validation helps you to design embedded system behaviour that is structurally sound. it also enforces you to make the behaviour simple and insightful; systems that are designed for sound behaviour are also much easier to maintain and adapt. system validation is the field that studies the fundamentals of system communication and information processing. the techniques put forward in system validaton allow to prove the absence of errors. this first course automata and behavioural equivalences', builds the foundation of the subsequent courses, showing you how to look at system behaviour as state machines. it discusses behavioural equivalences and illustrate these in a number of examples and quizzes. this course explains labelled transition systems or automata to model behaviour for especially software controlled systems. an important question is when two behaviours represented by such automata are equal. the answer to this question is not at all straightforward, but the resulting equivalences are used as powerful tools to simplify complex behaviour. this allows us to exactly investigate and understand the behavioural properties of such systems precisely. especially, in the combination with hiding of behaviour, equivalence reduction is a unique technique to obtain insight in the behaviour of systems, far more effective than simulation or testing. using this insight we can make the models correct. such models form an excellent basis for the production of concise, reliable and maintainable software. this course is part i of the set of courses for system validation. system validation, as a set of courses, is part of a larger eit digital online programme called 'internet of things through embedded systems'.",ARTS
equine welfare and management,"University of California, Davis",horse anatomy  emergency management  behavior  horse behavior  veterinary  digestive system  injury  vital signs  rescue  veterinarians life-sciences animal-health,4.9,0.0,Beginner,"this unique course was developed by veterinarians at the world-renowned university of california, davis school of veterinary medicine. the course will address horsemanship from a welfare perspective, within the context of the five freedoms of animal welfare. we ll explore equine physiology, behavior and basic needs including housing, nutrition, hygiene and disease management. you ll learn how to perform basic tasks to assess the overall condition of the horse and identify problem areas. we ll also examine the specialized needs of the equine athlete and the major responsibilities we as owners, handlers or competitors must assume in order to ensure the health and welfare of our equine companions. finally, we ll look several special topics in equine welfare including disaster planning and the international welfare efforts now in place to protect working horses and other equids in key industries such as racing, international competition, tourism and even mining. by the conclusion of the course, you will be well equipped to develop a comprehensive welfare plan for any horses in your care.",https://www.coursera.org/learn/equine,coursera_v1,['horse anatomy  emergency management  behavior  horse behavior  veterinary  digestive system  injury  vital signs  rescue  veterinarians life-sciences animal-health'],"equine welfare and management university of california, davis horse anatomy emergency management behavior horse behavior veterinary digestive system injury vital signs rescue veterinarians life-sciences animal-health beginner this unique course was developed by veterinarians at the world-renowned university of california, davis school of veterinary medicine. the course will address horsemanship from a welfare perspective, within the context of the five freedoms of animal welfare. we ll explore equine physiology, behavior and basic needs including housing, nutrition, hygiene and disease management. you ll learn how to perform basic tasks to assess the overall condition of the horse and identify problem areas. we ll also examine the specialized needs of the equine athlete and the major responsibilities we as owners, handlers or competitors must assume in order to ensure the health and welfare of our equine companions. finally, we ll look several special topics in equine welfare including disaster planning and the international welfare efforts now in place to protect working horses and other equids in key industries such as racing, international competition, tourism and even mining. by the conclusion of the course, you will be well equipped to develop a comprehensive welfare plan for any horses in your care.",FITNESS
climate change and water in mountains: a global concern,University of Geneva,reducing emissions from deforestation and forest degradation  future evolution  Geology  ecology  adaptive capacity  Environmental Studies  global  biosphere  sustainability  climate change physical-science-and-engineering environmental-science-and-sustainability,4.6,0.0,Intermediate,"what is climate change how are mountain regions affected by the evolution of water resources and their uses what kind of risks need to be considered mountains are recognized as particularly sensitive physical environments where intense and rapid changes have in the past, and may increasingly in the future, place pressure on their resource base. in this context, a team of roughly 100 experts worked from 2008 to 2013 for the european acqwa project (www.acqwa.ch) which was coordinated by the university of geneva. the primary objectives of the project were to assess the impacts of a changing climate on the quantity and quality of water originating in mountain regions, particularly where snow- and ice melt represent a large, sometimes the largest, streamflow component. a further objective of the project was to determine the potential disruptions to water-dependent economic activities related to the climate impacts on hydrological systems, and to propose a portfolio of possible adaptation strategies. this particular mooc is inspired by the acqwa project and offers a better understanding of climate change, its impacts on the quality and quantity of water in mountain regions and the risks related to changing water resources. from an interdisciplinary perspective, the participation of twenty-five instructors from five different countries (switzerland, england, south korea, india and nepal) and fourteen institutions (unige, rts, unifr, uzh, ethz, meteodat gmbh, wgms, imperial college london, agroscope, r publique et canton de gen ve, yonsei university, ihcap, icimod, sdc, foen) highlights the diversity of both theoretical and practical viewpoints related to these issues. by the end of this course, you will be able : - to define the general concept of climate change in mountain regions - to understand the concepts associated with climate change such as adaptation and water governance strategies - to consider the impacts of climate change on water resources in mountain regions - to identify the impacts of climate change on hydropower, agriculture, aquatic ecosystems and health - to enumerate risks that can occur in mountain areas and lead to disruptions in water availability and use. your acquired knowledge will be evaluated through multiple-choice quizzes at the end of each unit of the course. this mooc on climate change and water in mountain regions : a global concern was initiated and financed by the university of geneva, through its institute for environmental sciences. we look forward to you joining us",https://www.coursera.org/learn/climate-changes-mountains-water,coursera_v1,['reducing emissions from deforestation and forest degradation  future evolution  geology  ecology  adaptive capacity  environmental studies  global  biosphere  sustainability  climate change physical-science-and-engineering environmental-science-and-sustainability'],"climate change and water in mountains: a global concern university of geneva reducing emissions from deforestation and forest degradation future evolution geology ecology adaptive capacity environmental studies global biosphere sustainability climate change physical-science-and-engineering environmental-science-and-sustainability intermediate what is climate change how are mountain regions affected by the evolution of water resources and their uses what kind of risks need to be considered mountains are recognized as particularly sensitive physical environments where intense and rapid changes have in the past, and may increasingly in the future, place pressure on their resource base. in this context, a team of roughly 100 experts worked from 2008 to 2013 for the european acqwa project (www.acqwa.ch) which was coordinated by the university of geneva. the primary objectives of the project were to assess the impacts of a changing climate on the quantity and quality of water originating in mountain regions, particularly where snow- and ice melt represent a large, sometimes the largest, streamflow component. a further objective of the project was to determine the potential disruptions to water-dependent economic activities related to the climate impacts on hydrological systems, and to propose a portfolio of possible adaptation strategies. this particular mooc is inspired by the acqwa project and offers a better understanding of climate change, its impacts on the quality and quantity of water in mountain regions and the risks related to changing water resources. from an interdisciplinary perspective, the participation of twenty-five instructors from five different countries (switzerland, england, south korea, india and nepal) and fourteen institutions (unige, rts, unifr, uzh, ethz, meteodat gmbh, wgms, imperial college london, agroscope, r publique et canton de gen ve, yonsei university, ihcap, icimod, sdc, foen) highlights the diversity of both theoretical and practical viewpoints related to these issues. by the end of this course, you will be able : - to define the general concept of climate change in mountain regions - to understand the concepts associated with climate change such as adaptation and water governance strategies - to consider the impacts of climate change on water resources in mountain regions - to identify the impacts of climate change on hydropower, agriculture, aquatic ecosystems and health - to enumerate risks that can occur in mountain areas and lead to disruptions in water availability and use. your acquired knowledge will be evaluated through multiple-choice quizzes at the end of each unit of the course. this mooc on climate change and water in mountain regions : a global concern was initiated and financed by the university of geneva, through its institute for environmental sciences. we look forward to you joining us",BANKING
"our earth: its climate, history, and processes",University of Manchester,Human Learning  modeling  Civil Engineering  puzzle  Geology  Electrical Engineering  history  history of rock  gratitude  Influencing physical-science-and-engineering environmental-science-and-sustainability,4.7,0.0,Beginner,"develop a greater appreciation for how the air, water, land, and life formed and have interacted over the last 4.5 billion years.",https://www.coursera.org/learn/our-earth,coursera_v1,['human learning  modeling  civil engineering  puzzle  geology  electrical engineering  history  history of rock  gratitude  influencing physical-science-and-engineering environmental-science-and-sustainability'],"our earth: its climate, history, and processes university of manchester human learning modeling civil engineering puzzle geology electrical engineering history history of rock gratitude influencing physical-science-and-engineering environmental-science-and-sustainability beginner develop a greater appreciation for how the air, water, land, and life formed and have interacted over the last 4.5 billion years.",ARTS
russian company law. company management,Moscow State Institute of International Relations (MGIMO) / ????? (?????????? ??????????????? ???????? ????????????? ????????? ??? ??????),Corporate Law  speech  balance sheet  personal advertisement  Leadership and Management  Administration Management  Studentized Residual  Russian  law  Finance business entrepreneurship,4.7,0.0,Intermediate,"the present course gives an overview of bases of russian company law. company management. the course is directed to students of general educational institutions, russian and foreign lawyers, heads of legal entities, financial directors, chief accountants, auditors, practicing in english, and to any person, interested in the russian company law.",https://www.coursera.org/learn/company-management,coursera_v1,['corporate law  speech  balance sheet  personal advertisement  leadership and management  administration management  studentized residual  russian  law  finance business entrepreneurship'],"russian company law. company management moscow state institute of international relations (mgimo) / ( ) corporate law speech balance sheet personal advertisement leadership and management administration management studentized residual russian law finance business entrepreneurship intermediate the present course gives an overview of bases of russian company law. company management. the course is directed to students of general educational institutions, russian and foreign lawyers, heads of legal entities, financial directors, chief accountants, auditors, practicing in english, and to any person, interested in the russian company law.",ACCOUNTANT
number theory and cryptography,University of California San Diego,public-key cryptography  modular exponentiation  numbers (spreadsheet)  number theory  euler's totient function  Algorithms  cryptographic algorithms  integer factorization  primality tests  Cryptography computer-science algorithms,4.5,0.0,Advanced,"we all learn numbers from the childhood. some of us like to count, others hate it, but any person uses numbers everyday to buy things, pay for services, estimated time and necessary resources. people have been wondering about numbers properties for thousands of years. and for thousands of years it was more or less just a game that was only interesting for pure mathematicians. famous 20th century mathematician g.h. hardy once said the theory of numbers has always been regarded as one of the most obviously useless branches of pure mathematics . just 30 years after his death, an algorithm for encryption of secret messages was developed using achievements of number theory. it was called rsa after the names of its authors, and its implementation is probably the most frequently used computer program in the word nowadays. without it, nobody would be able to make secure payments over the internet, or even log in securely to e-mail and other personal services. in this short course, we will make the whole journey from the foundation to rsa in 4 weeks. by the end, you will be able to apply the basics of the number theory to encrypt and decrypt messages, and to break the code if one applies rsa carelessly. you will even pass a cryptographic quest as prerequisites we assume only basic math (e.g., we expect you to know what is a square or how to add fractions), basic programming in python (functions, loops, recursion), common sense and curiosity. our intended audience are all people that work or plan to work in it, starting from motivated high school students. do you have technical problems write to us: coursera hse.ru",https://www.coursera.org/learn/number-theory-cryptography,coursera_v1,"[""public-key cryptography  modular exponentiation  numbers (spreadsheet)  number theory  euler's totient function  algorithms  cryptographic algorithms  integer factorization  primality tests  cryptography computer-science algorithms""]","number theory and cryptography university of california san diego public-key cryptography modular exponentiation numbers (spreadsheet) number theory euler's totient function algorithms cryptographic algorithms integer factorization primality tests cryptography computer-science algorithms advanced we all learn numbers from the childhood. some of us like to count, others hate it, but any person uses numbers everyday to buy things, pay for services, estimated time and necessary resources. people have been wondering about numbers properties for thousands of years. and for thousands of years it was more or less just a game that was only interesting for pure mathematicians. famous 20th century mathematician g.h. hardy once said the theory of numbers has always been regarded as one of the most obviously useless branches of pure mathematics . just 30 years after his death, an algorithm for encryption of secret messages was developed using achievements of number theory. it was called rsa after the names of its authors, and its implementation is probably the most frequently used computer program in the word nowadays. without it, nobody would be able to make secure payments over the internet, or even log in securely to e-mail and other personal services. in this short course, we will make the whole journey from the foundation to rsa in 4 weeks. by the end, you will be able to apply the basics of the number theory to encrypt and decrypt messages, and to break the code if one applies rsa carelessly. you will even pass a cryptographic quest as prerequisites we assume only basic math (e.g., we expect you to know what is a square or how to add fractions), basic programming in python (functions, loops, recursion), common sense and curiosity. our intended audience are all people that work or plan to work in it, starting from motivated high school students. do you have technical problems write to us: coursera hse.ru",DESIGNER
api development on google cloud's apigee api platform,Google Cloud,traffic management  third-party software component  application programming interfaces  representational state transfer  extensibility  out of the box (feature)  debugging  Product Strategy  analytics  soap (protocol) computer-science software-development,4.6,0.0,Intermediate,"this course, api development on google cloud's apigee api platform, is the third in a series of three courses in the developing apis for google cloud's apigee api platform specialization. the first course introduces you to api design and the fundamentals of the apigee platform. the second course focuses on api security. this course focuses on additional api development topics. in this course, you learn how to create apis that utilize multiple services, how to create a rest api for soap services, and how you can use custom code on apigee. you will also learn about fault handling, and how to share logic between proxies. you learn about traffic management and caching. you also create a developer portal, and publish your api to the portal. you learn about logging and analytics, as well as ci/cd and the different deployment models supported by apigee. this course utilizes hands-on labs that model an api development process that can be used for real-world projects on google cloud's apigee api platform.",https://www.coursera.org/learn/api-development-apigee-gcp,coursera_v1,['traffic management  third-party software component  application programming interfaces  representational state transfer  extensibility  out of the box (feature)  debugging  product strategy  analytics  soap (protocol) computer-science software-development'],"api development on google cloud's apigee api platform google cloud traffic management third-party software component application programming interfaces representational state transfer extensibility out of the box (feature) debugging product strategy analytics soap (protocol) computer-science software-development intermediate this course, api development on google cloud's apigee api platform, is the third in a series of three courses in the developing apis for google cloud's apigee api platform specialization. the first course introduces you to api design and the fundamentals of the apigee platform. the second course focuses on api security. this course focuses on additional api development topics. in this course, you learn how to create apis that utilize multiple services, how to create a rest api for soap services, and how you can use custom code on apigee. you will also learn about fault handling, and how to share logic between proxies. you learn about traffic management and caching. you also create a developer portal, and publish your api to the portal. you learn about logging and analytics, as well as ci/cd and the different deployment models supported by apigee. this course utilizes hands-on labs that model an api development process that can be used for real-world projects on google cloud's apigee api platform.",ARTS
predictive modeling with logistic regression using sas,SAS,Regression  Logistic Regression  Missing Data  supply chain  Chart  Regression Analysis  Bayes' Rule  oversampling  predictive modelling  family data-science data-analysis,4.6,0.0,Intermediate,"this course covers predictive modeling using sas/stat software with emphasis on the logistic procedure. this course also discusses selecting variables and interactions, recoding categorical variables based on the smooth weight of evidence, assessing models, treating missing values, and using efficiency techniques for massive data sets. you learn to use logistic regression to model an individual's behavior as a function of known inputs, create effect plots and odds ratio plots, handle missing data values, and tackle multicollinearity in your predictors. you also learn to assess model performance and compare models.",https://www.coursera.org/learn/sas-predictive-modeling-using-logistic-regression,coursera_v1,"[""regression  logistic regression  missing data  supply chain  chart  regression analysis  bayes' rule  oversampling  predictive modelling  family data-science data-analysis""]","predictive modeling with logistic regression using sas sas regression logistic regression missing data supply chain chart regression analysis bayes' rule oversampling predictive modelling family data-science data-analysis intermediate this course covers predictive modeling using sas/stat software with emphasis on the logistic procedure. this course also discusses selecting variables and interactions, recoding categorical variables based on the smooth weight of evidence, assessing models, treating missing values, and using efficiency techniques for massive data sets. you learn to use logistic regression to model an individual's behavior as a function of known inputs, create effect plots and odds ratio plots, handle missing data values, and tackle multicollinearity in your predictors. you also learn to assess model performance and compare models.",ENGINEERING
